0
2022-12-01 00:00:23.257
2022-12-01 00:00:23.287
2022-12-01 00:00:23.358
2022-12-01 00:00:23.757
2022-12-01 00:00:23.945
2022-12-01 00:00:23.951
2022-12-01 00:00:24.138
2022-12-01 00:00:24.138
2022-12-01 00:00:24.151
2022-12-01 00:00:24.394
2022-12-01 00:00:24.449
2022-12-01 00:00:24.457
2022-12-01 00:00:24.475
2022-12-01 00:00:24.498
2022-12-01 00:00:24.499
2022-12-01 00:01:23.418
2022-12-01 00:02:24.763
2022-12-01 00:02:25.166
2022-12-01 00:02:25.179
2022-12-01 00:02:25.259
2022-12-01 00:02:25.528
2022-12-01 00:02:25.555
2022-12-01 00:02:25.567
2022-12-01 00:02:25.579
2022-12-01 00:02:25.581
2022-12-01 00:02:54.225
2022-12-01 00:03:04.899
2022-12-01 00:04:12.58
2022-12-01 00:05:15.228
2022-12-01 00:05:29.792
2022-12-01 00:07:25.269
2022-12-01 00:08:07.249
2022-12-01 00:08:08.368
2022-12-01 00:08:28.103
2022-12-01 00:08:28.111
2022-12-01 00:09:03.169
2022-12-01 00:09:09.079
2022-12-01 00:09:43.444
2022-12-01 00:10:23.433
2022-12-01 00:10:50.635
2022-12-01 00:11:03.195
2022-12-01 00:11:44.168
2022-12-01 00:11:52.029
2022-12-01 00:12:16.584
2022-12-01 00:13:04.669
2022-12-01 00:13:10.055
2022-12-01 00:13:42.82
2022-12-01 00:14:29.367
2022-12-01 00:14:37.755
2022-12-01 00:15:09.885
2022-12-01 00:15:47.337
2022-12-01 00:15:53.545
2022-12-01 00:15:55.903
2022-12-01 00:16:48.893
2022-12-01 00:16:49.799
2022-12-01 00:17:30.008
2022-12-01 00:17:41.475
2022-12-01 00:17:43.432
2022-12-01 00:18:50.23
2022-12-01 00:19:25.935
2022-12-01 00:19:26.571
2022-12-01 00:21:02.595
2022-12-01 00:21:04.613
2022-12-01 00:22:12.695
2022-12-01 00:22:45.775
2022-12-01 00:23:40.489
2022-12-01 00:24:31.358
2022-12-01 00:25:27.798
2022-12-01 00:26:10.781
2022-12-01 00:26:46.586
2022-12-01 00:27:15.266
2022-12-01 00:27:35.632
2022-12-01 00:27:56.509
2022-12-01 00:28:25.117
2022-12-01 00:28:58.804
2022-12-01 00:29:28.32
2022-12-01 00:29:51.355
2022-12-01 00:29:52.075
2022-12-01 00:30:03.143
2022-12-01 00:30:16.082
2022-12-01 00:30:50.976
2022-12-01 00:31:10.679
2022-12-01 00:31:10.815
2022-12-01 00:31:11.526
2022-12-01 00:31:11.565
2022-12-01 00:31:11.598
2022-12-01 00:31:12.512
2022-12-01 00:31:13.865
2022-12-01 00:31:13.926
2022-12-01 00:31:14.03
2022-12-01 00:31:14.051
2022-12-01 00:31:33.796
2022-12-01 00:32:45.359
2022-12-01 00:33:12.26
2022-12-01 00:33:21.095
2022-12-01 00:33:34.466
2022-12-01 00:33:53.19
2022-12-01 00:34:05.583
2022-12-01 00:34:05.812
2022-12-01 00:34:06.059
2022-12-01 00:34:06.296
2022-12-01 00:34:06.544
2022-12-01 00:34:06.782
2022-12-01 00:34:07.015
2022-12-01 00:34:11.302
2022-12-01 00:34:30.197
2022-12-01 00:34:42.238
2022-12-01 00:35:35.263
2022-12-01 00:35:37.604
2022-12-01 00:35:59.349
2022-12-01 00:36:11.04
2022-12-01 00:36:38.051
2022-12-01 00:36:53.257
2022-12-01 00:37:11.666
2022-12-01 00:37:44.291
2022-12-01 00:38:59.937
2022-12-01 00:39:09.464
2022-12-01 00:39:12.924
2022-12-01 00:39:26.774
2022-12-01 00:40:06.151
2022-12-01 00:40:41.086
2022-12-01 00:41:09.468
2022-12-01 00:41:13.36
2022-12-01 00:41:37.521
2022-12-01 00:41:57.787
2022-12-01 00:42:08.51
2022-12-01 00:42:44.933
2022-12-01 00:43:05.758
2022-12-01 00:43:17.779
2022-12-01 00:43:25.697
2022-12-01 00:43:49.564
2022-12-01 00:43:56.371
2022-12-01 00:44:25.015
2022-12-01 00:44:28.442
2022-12-01 00:44:45.191
2022-12-01 00:44:50.006
2022-12-01 00:45:22.608
2022-12-01 00:45:22.713
2022-12-01 00:45:52.511
2022-12-01 00:45:53.939
2022-12-01 00:45:59.085
2022-12-01 00:46:17.428
2022-12-01 00:46:27.9
2022-12-01 00:46:38.639
2022-12-01 00:47:17.018
2022-12-01 00:47:18.465
2022-12-01 00:47:29.737
2022-12-01 00:47:53.809
2022-12-01 00:48:05.054
2022-12-01 00:48:20.582
2022-12-01 00:48:21.152
2022-12-01 00:48:29.41
2022-12-01 00:49:17.459
2022-12-01 00:50:27.195
2022-12-01 00:50:38.738
2022-12-01 00:51:18.413
2022-12-01 00:51:32.09
2022-12-01 00:53:32.526
2022-12-01 00:53:37.055
2022-12-01 00:54:35.842
2022-12-01 00:54:47.749
2022-12-01 00:54:47.767
2022-12-01 00:55:11.053
2022-12-01 00:55:53.043
2022-12-01 00:56:18.202
2022-12-01 00:56:28.645
2022-12-01 00:56:38.343
2022-12-01 00:56:43.724
2022-12-01 00:57:28.384
2022-12-01 00:58:46.12
2022-12-01 00:58:53.505
2022-12-01 01:00:11.164
2022-12-01 01:00:56.498
2022-12-01 01:02:28.97
2022-12-01 01:04:07.252
2022-12-01 01:04:14.287
2022-12-01 01:06:27.687
2022-12-01 01:12:57.951
2022-12-01 01:16:51.777
2022-12-01 01:19:14.607
2022-12-01 01:21:00.591
2022-12-01 01:21:15.138
2022-12-01 01:22:21.07
2022-12-01 01:23:44.99
2022-12-01 01:23:52.252
2022-12-01 01:25:07.55
2022-12-01 01:25:13.726
2022-12-01 01:27:49.288
2022-12-01 01:28:29.098
2022-12-01 01:29:01.937
2022-12-01 01:31:32.416
2022-12-01 01:31:52.632
2022-12-01 01:34:29.92
2022-12-01 01:35:44.259
2022-12-01 01:36:45.249
2022-12-01 01:38:29.168
2022-12-01 01:38:48.627
2022-12-01 01:38:50.062
2022-12-01 01:41:03.885
2022-12-01 01:41:06.974
2022-12-01 01:41:42.38
2022-12-01 01:41:42.38
2022-12-01 01:41:42.406
2022-12-01 01:41:43.25
2022-12-01 01:41:43.316
2022-12-01 01:41:43.593
2022-12-01 01:41:44.253
2022-12-01 01:41:44.343
2022-12-01 01:41:44.351
2022-12-01 01:41:44.352
2022-12-01 01:41:44.417
2022-12-01 01:41:44.428
2022-12-01 01:41:44.432
2022-12-01 01:41:44.458
2022-12-01 01:41:44.459
2022-12-01 01:41:44.466
2022-12-01 01:41:44.472
2022-12-01 01:41:44.477
2022-12-01 01:41:44.486
2022-12-01 01:41:44.491
2022-12-01 01:41:44.511
2022-12-01 01:41:44.513
2022-12-01 01:42:16.317
2022-12-01 01:42:32.073
2022-12-01 01:42:32.553
2022-12-01 01:42:32.969
2022-12-01 01:42:32.986
2022-12-01 01:42:33.155
2022-12-01 01:42:33.663
2022-12-01 01:42:33.756
2022-12-01 01:42:33.764
2022-12-01 01:42:33.771
2022-12-01 01:42:33.795
2022-12-01 01:42:33.803
2022-12-01 01:42:33.821
2022-12-01 01:42:33.837
2022-12-01 01:42:33.842
2022-12-01 01:42:33.852
2022-12-01 01:42:33.853
2022-12-01 01:42:33.873
2022-12-01 01:42:33.897
2022-12-01 01:42:33.908
2022-12-01 01:42:33.911
2022-12-01 01:44:15.772
2022-12-01 01:44:44.241
2022-12-01 01:46:17.976
2022-12-01 01:46:32.72
2022-12-01 01:47:32.345
2022-12-01 01:47:43.085
2022-12-01 01:48:12.595
2022-12-01 01:49:26.675
2022-12-01 01:49:41.539
2022-12-01 01:50:49.37
2022-12-01 01:51:20.575
2022-12-01 01:51:29.258
2022-12-01 01:51:40.221
2022-12-01 01:53:22.466
2022-12-01 01:54:34.576
2022-12-01 01:55:29.382
2022-12-01 01:55:54.312
2022-12-01 01:56:31.383
2022-12-01 01:57:57.614
2022-12-01 01:59:50.039
2022-12-01 02:01:02.822
2022-12-01 02:01:55.871
2022-12-01 02:05:21.191
2022-12-01 02:05:56.514
2022-12-01 02:06:30.22
2022-12-01 02:07:37.147
2022-12-01 02:09:41.577
2022-12-01 02:10:50.951
2022-12-01 02:11:46.097
2022-12-01 02:12:41.464
2022-12-01 02:14:32.03
2022-12-01 02:14:52.14
2022-12-01 02:15:31.934
2022-12-01 02:17:55.669
2022-12-01 02:20:26.019
2022-12-01 02:20:31.757
2022-12-01 02:20:41.634
2022-12-01 02:24:45.603
2022-12-01 02:25:14.227
2022-12-01 02:26:39.492
2022-12-01 02:26:45.149
2022-12-01 02:27:44.905
2022-12-01 02:27:57.348
2022-12-01 02:34:31.126
2022-12-01 02:35:35.573
2022-12-01 02:35:35.574
2022-12-01 02:36:03.683
2022-12-01 02:39:42.067
2022-12-01 02:41:19.297
2022-12-01 02:43:44.05
2022-12-01 02:44:35.038
2022-12-01 02:44:35.28
2022-12-01 02:44:42.021
2022-12-01 02:46:06.073
2022-12-01 02:49:06.794
2022-12-01 02:49:39.152
2022-12-01 02:50:08.442
2022-12-01 02:50:08.533
2022-12-01 02:50:08.545
2022-12-01 02:50:08.629
2022-12-01 02:50:08.879
2022-12-01 02:50:08.905
2022-12-01 02:50:09.044
2022-12-01 02:50:09.114
2022-12-01 02:50:09.121
2022-12-01 02:50:11.02
2022-12-01 02:50:11.096
2022-12-01 02:50:11.576
2022-12-01 02:50:12.95
2022-12-01 02:50:13.379
2022-12-01 02:50:13.512
2022-12-01 02:50:14.432
2022-12-01 02:50:14.628
2022-12-01 02:50:14.955
2022-12-01 02:50:15.247
2022-12-01 02:50:15.319
2022-12-01 02:50:16.954
2022-12-01 02:50:16.977
2022-12-01 02:50:17.496
2022-12-01 02:50:52.682
2022-12-01 02:51:08.498
2022-12-01 02:51:29.396
2022-12-01 03:02:53.161
2022-12-01 03:02:57.425
2022-12-01 03:03:34.201
2022-12-01 03:04:40.963
2022-12-01 03:05:22.316
2022-12-01 03:05:54.438
2022-12-01 03:06:42.567
2022-12-01 03:06:50.749
2022-12-01 03:08:38.232
2022-12-01 03:08:51.896
2022-12-01 03:09:04.487
2022-12-01 03:09:11.75
2022-12-01 03:09:19.196
2022-12-01 03:09:32.961
2022-12-01 03:10:23.518
2022-12-01 03:12:16.082
2022-12-01 03:12:43.42
